"Name","Emitter","AttachToBone","OnTop","BoundsCheck","ParticleSizeForBoundsCheck","DepthBias","AttachTransform","Rotation"
"String","String","String","boolean","boolean","int","int","String","String"
,"skin_aq_lny24_ripple","DressBot_s","false","true",800,1,"LockTransform","0;0;0"
"skin_aq_lny24_idle","skin_aq_lny24_ripple","DressBot_s","false","true",800,1,"LockTransform","0;0;0"
"skin_aq_lny24_menu","skin_aq_lny24_ripple","DressBot_s","false","true",800,1,"LockTransform","0;0;0"
"skin_aq_lny24_walk","skin_aq_lny24_ripple","DressBot_s","false","true",800,1,"LockTransform","0;0;0"
,"skin_aq_lny24_wave","DressBot_s","false","true",1200,1,"LockTransform","0;0;0"
"skin_aq_lny24_wardrobe","skin_lny24_water_spiral_wardrobe","spine_01_s","false","true",4000,1,"LockTransform","0;0;0"
,"skin_aq_lny24_ripple","DressBot_s","false","true",800,1,"LockTransform","0;0;0"
"skin_aq_magic_sparks","skin_magic_sparks_aq","R_hair_effect_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_aq","arrow_effect_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_aq_rotate","bow_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_aq_rotate","bow_effect04_s","false","true",300,11,"Origin","0;0;0"
"skin_aq_winter_attack","skin_aq_winter_snow_glow","arrow_s","false","true",200,0,"LockTransform","0;90;0"
"skin_aq_winter_idle","skin_aq_winter_snow","arrow_s","false","true",200,0,"Transform","0;0;0"
"skin_aq_winter_menu","skin_aq_winter_snow","arrow_s","false","true",200,0,"Transform","0;0;0"
,"hero_bk_winter_snow","Root","false","true",200,0,"Transform","0;0;0"
"skin_aq_winter_walk","skin_aq_winter_snow","arrow_s","false","true",200,0,"Transform","0;0;0"
"skin_aq_winter_wardrobe","hero_bk_winter_snow","Root","false","true",200,15,"Transform","0;0;0"
,"skin_aq_winter_snow","arrow_s","false","true",200,15,"Transform","0;0;0"
,"skin_aq_winter_snow_glow","arrow_s","false","true",200,15,"Origin","0;0;0"
"skin_bk_clashiversary_celebrate","hero_bk_clashiversary_blade","sword_s","false","true",200,0,"LockTransform","0;0;0"
,"hero_bk_clashiversary_pad_celebrate","R_wrist_s","false","true",300,0,"LockTransform","0;0;0"
"skin_bk_clashiversary_idle","hero_bk_clashiversary_blade","sword_s","false","true",200,0,"LockTransform","0;0;0"
,"hero_bk_clashiversary_pad_celebrate","R_wrist_s","false","true",200,0,"LockTransform","0;0;0"
"skin_bk_clashiversary_pixcel_attack","hero_bk_clashiversary_pixel_attack","Root","false","true",200,0,"Origin","0;0;0"
,"hero_bk_clashiversary_blade","sword_s","false","true",200,0,"LockTransform","0;0;0"
"skin_bk_clashiversary_pixcel_purple","hero_bk_clashiversary_pad","R_wrist_s","false","true",200,0,"Origin","0;0;0"
,"hero_bk_clashiversary_blade","sword_s","false","true",200,0,"LockTransform","0;0;0"
,"hero_clashiversary_pixel_purple","Root","false","true",200,0,"Origin","0;0;0"
"skin_bk_ghost_attack","skin_ghost_rc_smoke_attack","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_bk_smoke_point","sword_s","true","true",1000,0,"LockTransform","0;0;0"
"skin_bk_ghost_cheer","skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_shine","Root","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_sparkle_spiral","Root","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_bk_smoke_point","sword_s","true","true",5000,0,"Origin","0;0;0"
"skin_bk_ghost_die","skin_ghost_rc_die","crown_s","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke","Root","false","true",1000,0,"Origin","0;0;0"
"skin_bk_ghost_idle","skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","claw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_bk_smoke_point","sword_s","true","true",1000,0,"LockTransform","0;0;0"
"skin_bk_ghost_sleep","skin_ghost_bk_sleep","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
"skin_bk_ghost_wardrobe","skin_ghost_rc_smoke_wardrobe","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_shine","Root","false","true",1000,1000,"LockTransform","0;0;0"
,"skin_ghost_bk_smoke_point","sword_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_wardrobe","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_sparkle_wardrobe_spiral","Root","false","true",1000,0,"LockTransform","0;0;0"
"skin_bk_gingerbread_cheer","hero_gingerbread_bk_cheer","sword_s","true","true",600,0,"Origin","0;0;0"
,"hero_bk_gingerbread_candy_sprinkle","sword_s","true","true",600,0,"Origin","0;0;0"
"skin_bk_gingerbread_idle","hero_bk_gingerbread_candy_sprinkle","sword_s","true","true",600,0,"Origin","0;0;0"
"skin_bk_gingerbread_walk","hero_aq_gingerbread_footprint","R_toe_s","false","true",200,0,"Origin","0;0;0"
,"hero_aq_gingerbread_footprint","L_toe_s","false","true",200,0,"Origin","0;0;0"
,"hero_bk_gingerbread_candy_sprinkle","sword_s","true","true",200,0,"Origin","0;0;0"
"skin_bk_gingerbread_wardrobe","hero_gingerbread_bk_wardrobe_juicy","sword_s","true","true",600,0,"Origin","0;0;0"
,"hero_bk_gingerbread_candy_sprinkle","sword_s","true","true",600,0,"Origin","0;0;0"
"skin_bk_league_shine","skin_league_bk_shine","head_s","true","true",3000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","L_belt_s","true","true",1000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","head_s","true","true",1000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","R_elbow_s","true","true",1000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","sword_s","true","true",1000,0,"Origin","0;0;0"
"skin_bk_league_sparkles","skin_league_bk_sparkle","L_belt_s","true","true",1000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","head_s","true","true",1000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","R_elbow_s","true","true",1000,0,"Origin","0;0;0"
,"skin_league_bk_sparkle","sword_s","true","true",1000,0,"Origin","0;0;0"
"skin_bk_magic_sparks","skin_magic_sparks_bk","glove_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_bk_rotate","sword_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_bk_rotate","sword_effect02_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_bk_rotate","sword_effect03_s","false","true",300,11,"Origin","0;0;0"
"skin_bk_winter_attack","skin_winter_king_attack_fire","fx_axeTip_s","true","true",400,0,"Transform","0;90;90"
,"skin_winter_king_fire_attack","fx_axeTip_s","false","false",0,0,"Origin","0;0;0"
"skin_bk_winter_idle","skin_bk_winter_breathing_slow","tongue_02_s","false","true",200,0,"Transform","0;0;0"
"skin_bk_winter_menu","skin_bk_winter_breathing_slow","tongue_02_s","false","true",200,0,"Origin","0;0;0"
,"hero_bk_winter_snow","Root","false","true",200,0,"Origin","0;0;0"
"skin_bk_winter_walk","skin_bk_winter_breathing_slow","tongue_02_s","false","true",200,0,"Transform","0;0;0"
"skin_bk_winter_wardrobe","skin_bk_winter_breathing_slow","tongue_02_s","false","true",200,0,"Origin","0;0;0"
,"skin_winter_king_fire","fx_axeTip_s","true","true",200,0,"Transform","0;90;0"
,"skin_bk_winter_shout","tongue_02_s","true","true",200,0,"Transform","0;90;0"
,"hero_bk_winter_snow","Root","false","true",200,0,"Origin","0;0;0"
,"skin_bk_winter_breathing_shout","tongue_02_s","true","true",200,0,"Transform","0;0;0"
"skin_chess_aq_attack","skin_chess_aq_attack","Crossbow_s","false","true",300,20,"LockTransform","0;0;0"
"skin_chess_aq_cheer","skin_chess_cheer_bkaq","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_chess_aq_attack","Crossbow_s","false","true",300,20,"LockTransform","0;0;0"
"skin_chess_aq_walk","skin_chess_aq_walk","Root","false","true",1000,0,"LockTransform","0;0;0"
,"skin_chess_aq_attack","Crossbow_s","false","true",300,20,"LockTransform","0;0;0"
"skin_chess_bk_attack","skin_chess_bk_attack","sword_s","false","true",300,11,"LockTransform","0;0;0"
"skin_chess_bk_cheer","skin_chess_cheer_bkaq","crown_s","true","true",1000,0,"Origin","0;0;0"
,"skin_chess_bk_attack","sword_s","false","true",300,11,"LockTransform","0;0;0"
"skin_chess_bk_walk","skin_chess_bk_walk","Root","false","true",1000,0,"Origin","0;0;0"
,"skin_chess_bk_attack","sword_s","false","true",300,11,"LockTransform","0;0;0"
"skin_clashiversary_die","hero_clashiversary_die","Root","true","true",200,0,"Origin","0;0;0"
"skin_gw_clashiversary_idle","hero_gw_clashiversary_staff","staff1_s","false","true",500,0,"Origin","0;0;0"
,"hero_gw_clashiversary_orbeye","orb_s","false","true",200,0,"LockTransform","0;0;0"
"skin_gw_clashiversary_pixcel_attack","hero_bk_clashiversary_pixel_attack","Root","false","true",200,0,"Origin","0;0;0"
,"hero_gw_clashiversary_staff","staff1_s","false","true",200,0,"Origin","0;0;0"
,"hero_gw_clashiversary_orbeye","orb_s","false","true",200,0,"LockTransform","0;0;0"
"skin_gw_clashiversary_wardrobe","hero_gw_clashiversary_orbeye","orb_s","false","true",500,0,"LockTransform","0;0;0"
,"hero_gw_clashiversary_staff","staff1_s","false","true",600,0,"Origin","0;0;0"
,"hero_gw_clashiversary_pixel_purple","Root","false","false",200,0,"Origin","0;0;0"
"skin_gw_ghost_attack","skin_ghost_rc_smoke_attack","Root","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","jaw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_cheer","staff_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_cheer","L_index_03_s","false","true",1000,0,"Origin","0;0;0"
"skin_gw_ghost_deploy","skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_shine","Root","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","jaw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_sparkle_spiral","Root","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","staff_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_cheer","R_index_03_s","false","true",1000,0,"Origin","0;0;0"
"skin_gw_ghost_die","skin_ghost_rc_die","jaw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_gw_scratch_die","R_thumb_03_s","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_gw_scratch_die","R_index_03_s","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_gw_scratch_die","R_pinky_03_s","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_gw_scratch_die","R_ring_03_s","false","true",1000,0,"Origin","0;0;0"
,"skin_ghost_gw_scratch_die","R_middle_03_s","false","true",1000,0,"Origin","0;0;0"
"skin_gw_ghost_idle","skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","jaw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","staff_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","L_weapon_01_s","true","true",1000,0,"Origin","0;0;0"
"skin_gw_ghost_sleep","skin_ghost_rc_sleep","jaw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point","staff_s","true","true",1000,0,"Origin","0;0;0"
"skin_gw_ghost_wardrobe","skin_ghost_rc_smoke_wardrobe","Root","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_shine","Root","true","true",1000,1000,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_wardrobe","R_weapon_01_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_wardrobe","staff_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_rc_smoke_point_wardrobe","jaw_s","true","true",1000,0,"Origin","0;0;0"
,"skin_ghost_sparkle_wardrobe_spiral","Root","true","true",1000,0,"LockTransform","0;0;0"
"skin_gw_gingerbread_idle","hero_rc_gingerbread_sugarflake","staff_s","true","true",200,0,"Origin","0;0;0"
"skin_gw_gingerbread_menu","hero_rc_gingerbread_sugarflake","staff_s","true","true",200,0,"Origin","0;0;0"
"skin_gw_gingerbread_walk","hero_rc_gingerbread_sugarflake","staff_s","true","true",200,0,"Origin","0;0;0"
,"hero_aq_gingerbread_footprint","R_toe_s","false","true",200,0,"Origin","0;0;0"
,"hero_aq_gingerbread_footprint","L_toe_s","false","true",200,0,"Origin","0;0;0"
"skin_gw_gingerbread_wardrobe","hero_bk_gingerbread_candy_sprinkle","staff_s","true","true",600,0,"Origin","0;0;0"
,"hero_gingerbread_gw_wardrobe_choco","book_s","true","true",1200,0,"LockTransform","0;0;0"
"skin_gw_magic_sparks","skin_magic_sparks_gw","R_wing_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_gw","R_wing_effect02_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_gw","L_wing_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_gw","L_wing_effect02_s","false","true",300,11,"Origin","0;0;0"
"skin_gw_magic_sparks_menu","skin_magic_sparks_gw","R_wing_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_gw","R_wing_effect02_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_gw","L_wing_effect01_s","false","true",300,11,"Origin","0;0;0"
,"skin_magic_sparks_gw","L_wing_effect02_s","false","true",300,11,"Origin","0;0;0"
,"magic_gw_attack1","R_weapon_01_s","false","true",300,14,"LockTransform","0;0;0"
"skin_rc_champ_idel","hero_rc_champion_glow_ingame","weapon_s","true","true",600,0,"LockTransform","0;0;0"
,"skin_league_bk_sparkle","shield_s","true","true",600,0,"LockTransform","0;0;0"
,"skin_league_bk_sparkle","crown_s","true","true",600,0,"LockTransform","0;0;0"
,"skin_league_bk_sparkle","weapon_s","true","true",600,0,"LockTransform","0;0;0"
"skin_rc_champ_sword_wardrobe","hero_champion_sword_smoke","R_gunbone_01_s","false","true",1000,11,"LockTransform","0;0;0"
,"hero_champion_sword_glow_faint","R_gunbone_01_s","false","false",0,10,"LockTransform","0;0;0"
"skin_rc_champ_wardrobe","hero_rc_champion_glow","weapon_s","true","true",600,0,"LockTransform","0;0;0"
,"skin_league_bk_sparkle","shield_s","true","true",600,0,"LockTransform","0;0;0"
,"skin_league_bk_sparkle","crown_s","true","true",600,0,"LockTransform","0;0;0"
,"skin_league_bk_sparkle","weapon_s","true","true",600,0,"LockTransform","0;0;0"
"skin_rc_clashiversary_idle","hero_rc_clashiversary_weapon","weapon_s","false","true",200,0,"LockTransform","0;0;0"
,"hero_rc_clashiversary_weapon_mirror","weapon_s","false","true",200,0,"LockTransform","0;0;0"
