"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize"
"ClockworkKing","Barbarian King","false","false","TID_CLOCKWORK_KING","image/skin_icons/bk_clockwork_dl_opt.ktx","sc3d/barbking_clockwork_geo_dl_opt.glb","sc3d/barbking_clockwork_01_dl_opt.ktx","sc3d/barbking_clockwork_01_normal_dl_opt.ktx","sc3d/barbking_clockwork_01_material_dl_opt.ktx",,,,"BarbarianKingClockworkSkin",,10000,225,225,"sfx/bk_wood_scream_01_dl_opt.ogg",80,"Clockwork King Deploy","Clockwork King Attack",,,,,"Clockwork King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","true","true","false","false","false","false",,,,0
"PartyKing","Barbarian King","false","false","TID_PARTY_KING","image/skin_icons/bk_party_dl_opt.ktx","sc3d/barbking_party_geo_dl_opt.glb","sc3d/barbking_party_01_dl_opt.ktx","sc3d/barbking_party_01_normal_dl_opt.ktx","sc3d/barbking_party_01_material_dl_opt.ktx",,,,"BarbarianKingPartySkin",,10000,225,225,,,"Party King Deploy","Party King Attack",,,,,"Party King Die","Party King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD","image/theme_icons/party_icon_dl_opt.ktx","TID_SKIN_THEME_ANNIVERSARY",2020,"true","true","true","false","true","true","false","false","false","false",,,,0
"ChampionKing","Barbarian King","false","false","TID_CHAMPION_KING","image/skin_icons/bk_champion_dl_opt.ktx","sc3d/barbking_champ_geo_dl_opt.glb","sc3d/barbking_champ_01_dl_opt.ktx",,"sc3d/barbking_champ_01_material_dl_opt.ktx",,,,"BarbarianKingChampionSkin",,10000,225,225,"sfx/gladchampkingpose_01_dl_opt.ogg",80,"Champion King Spawn Effect Offset","Champion King Attack",,,,"Champion King hit","Barbarian King Die","Champion King Ability Effect",,,,"Champion King Spawn Effect",,,,"hips_s",,,,"BarbarianChamp","Default",,100,"LEGENDARY","image/theme_icons/champion_icon_dl_opt.ktx","TID_SKIN_THEME_WORLDS",2020,"true","true","true","true","true","true","true","false","false","false",,,,0
"PirateKing","Barbarian King","false","false","TID_PIRATE_KING","image/skin_icons/bk_pirate_dl_opt.ktx","sc3d/barbking_pirate_geo_dl_opt.glb","sc3d/barbking_pirate_01_dl_opt.ktx","sc3d/barbking_pirate_n_dl_opt.ktx","sc3d/barbking_pirate_01_material_dl_opt.ktx",,,,"BarbarianKingPirateSkin",,10000,225,225,,,"Pirate King Deploy","Pirate King Attack",,,,,"Barbarian King Die","Pirate King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","true","true","false","false","false","false",,,,0
"GladiatorQueen","Archer Queen","false","false","TID_ARCHER_QUEEN_GLADIATOR","image/skin_icons/aq_gladiator_dl_opt.ktx","sc3d/archerqueen_gladiator_geo_dl_opt.glb","sc3d/archerqueen_gladiator_01_dl_opt.ktx",,"sc3d/archerqueen_gladiator_01_material_dl_opt.ktx",,,,"ArcherQueenGladiatorSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","false","false","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ValkyrieQueen","Archer Queen","false","false","TID_VALKYRIE_QUEEN","image/skin_icons/aq_valkyrie_dl_opt.ktx","sc3d/archerqueen_valkyrie_geo_dl_opt.glb","sc3d/archerqueen_valkyrie_01_dl_opt.ktx",,"sc3d/archerqueen_valkyrie_01_material_dl_opt.ktx",,,,"ArcherQueenValkyrieSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","false","false","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AutumnQueen","Archer Queen","false","false","TID_AUTUMN_QUEEN","image/skin_icons/aq_autumn_dl_opt.ktx","sc3d/archerqueen_autumn_geo_dl_opt.glb","sc3d/archerqueen_autumn_01_dl_opt.ktx","sc3d/archerqueen_autumn_01_normal_dl_opt.ktx","sc3d/archerqueen_autumn_01_material_dl_opt.ktx",,,,"ArcherQueenAutumnSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,"Autumn Spawn Effect",,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","false","true","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IceQueen","Archer Queen","false","false","TID_ICE_QUEEN","image/skin_icons/aq_ice_dl_opt.ktx","sc3d/archerqueen_ice_geo_dl_opt.glb","sc3d/archerqueen_ice_01_dl_opt.ktx",,"sc3d/archerqueen_ice_01_material_dl_opt.ktx","sc3d/archerqueen_ice_01_emission_dl_opt.ktx",,,"ArcherQueenIceSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Ice Ability Effect",,,,"Ice Spawn Effect",,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/archer_queen_deploy_01.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WarriorQueen","Archer Queen","false","false","TID_WARRIOR_QUEEN","image/skin_icons/aq_cny_01_dl_opt.ktx","sc3d/archerqueen_cny_geo_dl_opt.glb","sc3d/archerqueen_cny_01_dl_opt.ktx",,"sc3d/archerqueen_cny_01_material_dl_opt.ktx",,,,"ArcherQueenCnySkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"CNY Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","CNY Ability Effect",,,,,,,,"hips_s","ArcherQueenCNY arrow","ArcherQueenCNY arrow rage","ArcherQueenCNY arrow",,"Default",,100,"LEGENDARY","image/theme_icons/lunar_ny_icon_dl_opt.ktx","TID_SKIN_THEME_LNY",2020,"true","true","true","true","true","false","false","false","false","false",,,,0
"PrimalQueen","Archer Queen","false","false","TID_PRIMAL_QUEEN","image/skin_icons/aq_primal_dl_opt.ktx","sc3d/archerqueen_primal_geo_dl_opt.glb","sc3d/archerqueen_primal_01_dl_opt.ktx","sc3d/archerqueen_primal_01_normal_dl_opt.ktx","sc3d/archerqueen_primal_01_material_dl_opt.ktx",,,,"ArcherQueenPrimalSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"ClockworkQueen","Archer Queen","false","false","TID_CLOCKWORK_QUEEN","image/skin_icons/aq_clockwork_dl_opt.ktx","sc3d/archerqueen_clockwork_geo_dl_opt.glb","sc3d/archerqueen_clockwork_01_dl_opt.ktx","sc3d/archerqueen_clockwork_01_normal_dl_opt.ktx","sc3d/archerqueen_clockwork_01_material_dl_opt.ktx",,,,"ArcherQueenClockworkSkin",,10000,225,225,"sfx/wood_queen_scream_01_dl_opt.ogg",90,"Wood Archer Queen Deploy","Wood ArcherQueen Attack",,,,,"Wood Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","true","false","false","false","false",,,,0
"PirateQueen","Archer Queen","false","false","TID_PIRATE_QUEEN","image/skin_icons/aq_pirate_dl_opt.ktx","sc3d/archerqueen_pirate_geo_dl_opt.glb","sc3d/archerqueen_pirate_01_dl_opt.ktx","sc3d/archerqueen_pirate_01_normal_dl_opt.ktx","sc3d/archerqueen_pirate_01_material_dl_opt.ktx",,,,"ArcherQueenPirateSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"PartyWarden","Grand Warden","false","false","TID_PARTY_WARDEN","image/skin_icons/gw_party_dl_opt.ktx","sc3d/grandwarden_party_geo_dl_opt.glb","sc3d/grandwarden_party_01_dl_opt.ktx",,"sc3d/grandwarden_party_01_material_dl_opt.ktx",,,,"GrandWardenPartySkin","GrandWardenFlyPartySkin",10000,225,225,"sfx/pwdeploy01_dl_opt.ogg",90,"Party Warden Deploy","Party Warden Attack",,"Party Warden Attack Air",,,"Party Warden Die",,,,,,,,"L_gunbone_01_s","hips_s",,,,,"Default",,100,"GOLD","image/theme_icons/party_icon_dl_opt.ktx","TID_SKIN_THEME_ANNIVERSARY",2019,"true","true","true","false","true","true","false","false","false","false",,,,0
"PrimalWarden","Grand Warden","false","false","TID_PRIMAL_WARDEN","image/skin_icons/gw_primal_dl_opt.ktx","sc3d/grandwarden_primal_geo_dl_opt.glb","sc3d/grandwarden_primal_01_dl_opt.ktx",,"sc3d/grandwarden_primal_01_material_dl_opt.ktx",,,,"GrandWardenPrimalSkin","GrandWardenFlyPrimalSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","GrandWarden Attack",,"GrandWarden Attack Air",,,"Grand Warden Die",,,,,,,,"L_gunbone_01_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","false","false","false","false","false","false","false","false",,,,0
"ClockworkWarden","Grand Warden","false","false","TID_CLOCKWORK_WARDEN","image/skin_icons/gw_clockwork_dl_opt.ktx","sc3d/grandwarden_clockwork_geo_dl_opt.glb","sc3d/grandwarden_clockwork_01_dl_opt.ktx",,"sc3d/grandwarden_clockwork_01_material_dl_opt.ktx","sc3d/grandwarden_clockwork_01_emission_dl_opt.ktx",,,"GrandWardenClockworkSkin","GrandWardenFlyClockworkSkin",10000,225,225,"sfx/wooden_warden_tap_01_dl_opt.ogg",90,"Wood Warden Deploy","ClockworkWarden Attack",,"ClockworkWarden Attack Air",,,"Wood Warden Die",,,,,,"clockwork_glow",,"L_gunbone_01_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","true","false","false","false","false",,,,0
"GladiatorWarden","Grand Warden","false","false","TID_GRAND_WARDEN_GLADIATOR","image/skin_icons/gw_gladiator_dl_opt.ktx","sc3d/grandwarden_gladiator_geo_dl_opt.glb","sc3d/grandwarden_gladiator_01_dl_opt.ktx","sc3d/grandwarden_gladiator_01_normal_dl_opt.ktx","sc3d/grandwarden_gladiator_01_material_dl_opt.ktx",,,,"GrandWardenGladiatorSkin","GrandWardenFlyGladiatorSkin",10000,225,225,,,"Grand Warden Deploy","GladiatorWarden Attack",,"GladiatorWarden Attack Air",,,"Grand Warden Die",,,,,,,,"L_gunbone_01_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"PirateWarden","Grand Warden","false","false","TID_PIRATE_WARDEN","image/skin_icons/gw_pirate_dl_opt.ktx","sc3d/grandwarden_pirate_geo_dl_opt.glb","sc3d/grandwarden_pirate_01_dl_opt.ktx","sc3d/grandwarden_pirate_01_normal_dl_opt.ktx","sc3d/grandwarden_pirate_01_material_dl_opt.ktx",,,,"GrandWardenPirateSkin","GrandWardenFlyPirateSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","PirateWarden Attack",,"PirateWarden Attack2",,,"Grand Warden Die",,,,,,,,"L_gunbone_01_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"NorthWarden","Grand Warden","false","false","TID_WARDEN_OF_THE_NORTH","image/skin_icons/gw_winter_dl_opt.ktx","sc3d/grandwarden_winter_geo_dl_opt.glb","sc3d/grandwarden_winter_01_dl_opt.ktx","sc3d/grandwarden_winter_01_normal_dl_opt.ktx","sc3d/grandwarden_winter_01_material_dl_opt.ktx",,,,"GrandWardenWinterSkin","GrandWardenFlyWinterSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","GrandWarden Attack",,"GrandWarden Attack Air",,,"Grand Warden Die",,,,,,,,"particle_jnt","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"JungleWarden","Grand Warden","false","false","TID_JUNGLE_WARDEN","image/skin_icons/gw_jungle_dl_opt.ktx","sc3d/grandwarden_jungle_geo_dl_opt.glb","sc3d/grandwarden_jungle_a_dl_opt.ktx","sc3d/grandwarden_jungle_n_dl_opt.ktx","sc3d/grandwarden_jungle_m_dl_opt.ktx",,,,"GrandWardenJungleSkin","GrandWardenFlyJungleSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","GrandWarden Attack",,"GrandWarden Attack Air",,,"Grand Warden Die",,,,,,,,"particle_jnt","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"MasterWarden","Grand Warden","false","false","TID_MASTER_WARDEN","image/skin_icons/gw_kungfu_dl_opt.ktx","sc3d/grandwarden_kungfu_geo_dl_opt.glb","sc3d/grandwarden_kungfu_a_dl_opt.ktx","sc3d/grandwarden_kungfu_n_dl_opt.ktx","sc3d/grandwarden_kungfu_m_dl_opt.ktx",,,,"GrandWardenKungfuSkin","GrandWardenFlyKungfuSkin",10000,225,225,"sfx/tap_grand_warden_04.ogg",90,"Grand Warden Deploy","KungfuWarden Attack",,"KungfuWarden Attack Air",,,"Grand Warden Die",,,,,,,,"leafs_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"WarriorPrincessDefault","Warrior Princess","true","false","TID_HERO_ROYAL_CHAMPION","image/skin_icons/rc_original.ktx","sc3d/royalchampion_default_geo.glb","sc3d/royalchampion_default_a.ktx","sc3d/royalchampion_default_n.ktx","sc3d/royalchampion_default_m.ktx",,,,"WarriorPrincessDefaultSkin",,10000,225,225,"sfx/rg_alert_01.ogg",90,"Royal Champion Deploy","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s",,,,,"Default",,100,"DEFAULT",,,0,"false","false","false","false","false","false","false","false","false","false",,,,0
"WinterChampion","Warrior Princess","false","false","TID_WINTER_CHAMPION","image/skin_icons/rc_winter_dl_opt.ktx","sc3d/royalchampion_winter_geo_dl_opt.glb","sc3d/royalchampion_winter_01_dl_opt.ktx","sc3d/royalchampion_winter_01_normal_dl_opt.ktx","sc3d/royalchampion_winter_01_material_dl_opt.ktx",,,,"WarriorPrincessWinterSkin",,10000,225,225,"sfx/rg_alert_01.ogg",90,"Royal Champion Deploy","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_gunbone_01_s","hips_s","RoyalChampionWinter spear",,"AmazonQueen_shield_winter",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"RogueChampion","Warrior Princess","false","false","TID_ROGUE_CHAMPION","image/skin_icons/rc_rogue_dl_opt.ktx","sc3d/royalchampion_rogue_geo_dl_opt.glb","sc3d/royalchampion_rogue_01_dl_opt.ktx","sc3d/royalchampion_rogue_01_normal_dl_opt.ktx","sc3d/royalchampion_rogue_01_material_dl_opt.ktx",,,,"WarriorPrincessRogueSkin",,10000,225,225,"sfx/rg_alert_01.ogg",90,"Royal Champion Deploy","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionRogue spear",,"AmazonQueen_shield_rogue",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"JungleChampion","Warrior Princess","false","false","TID_JUNGLE_CHAMPION","image/skin_icons/rc_jungle_dl_opt.ktx","sc3d/royalchampion_jungle_geo_dl_opt.glb","sc3d/royalchampion_jungle_01_dl_opt.ktx","sc3d/royalchampion_jungle_01_normal_dl_opt.ktx","sc3d/royalchampion_jungle_01_material_dl_opt.ktx",,,,"WarriorPrincessJungleSkin",,10000,225,225,"sfx/rg_alert_01.ogg",90,"Royal Champion Deploy","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionJungle spear",,"RoyalChampionJungle shield",,"Default",,100,"BASIC",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"GladiatorChampion","Warrior Princess","false","false","TID_GLADIATOR_CHAMPION","image/skin_icons/rc_champion_dl_opt.ktx","sc3d/royalchampion_electro_geo_dl_opt.glb","sc3d/royalchampion_electro_a_dl_opt.ktx","sc3d/royalchampion_electro_n_dl_opt.ktx","sc3d/royalchampion_electro_m_dl_opt.ktx","sc3d/royalchampion_electro_e_dl_opt.ktx",,,"WarriorPrincessElectroSkin",,10000,225,225,"sfx/rg_alert_01.ogg",90,"Royal Champion Deploy","Warrior Princess Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionGladiator spear",,"RoyalChampionGladiator shield",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"ShadowChampion","Warrior Princess","false","false","TID_SHADOW_CHAMPION","image/skin_icons/rc_dark_dl_opt.ktx","sc3d/royalchampion_dark_geo_dl_opt.glb","sc3d/royalchampion_dark_a_dl_opt.ktx","sc3d/royalchampion_dark_n_dl_opt.ktx","sc3d/royalchampion_dark_m_dl_opt.ktx","sc3d/royalchampion_dark_e_dl_opt.ktx",,,"WarriorPrincessDarkSkin",,10000,225,225,,,"Royal Champion Deploy","DRC Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionDark spear",,"RoyalChampionDark shield",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"PrimalChampion","Warrior Princess","false","false","TID_PRIMAL_CHAMPION","image/skin_icons/rc_primal_dl_opt.ktx","sc3d/royalchampion_prc_geo_dl_opt.glb","sc3d/royalchampion_prc_a_dl_opt.ktx","sc3d/royalchampion_prc_n_dl_opt.ktx","sc3d/royalchampion_prc_m_dl_opt.ktx","sc3d/royalchampion_prc_e_dl_opt.ktx",,,"WarriorPrincessPRCSkin",,10000,225,225,,,"Primal Champion Deploy","Primal Champion Attack",,,,,"Primal Champion Die","Primal Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPrimal spear",,"RoyalChampionPrimal shield",,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"SummerChampion","Warrior Princess","false","false","TID_SUMMER_CHAMPION","image/skin_icons/rc_summer_dl_opt.ktx","sc3d/royalchampion_summer_geo_dl_opt.glb","sc3d/royalchampion_summer_a_dl_opt.ktx","sc3d/royalchampion_summer_n_dl_opt.ktx","sc3d/royalchampion_summer_m_dl_opt.ktx",,,,"WarriorPrincessSummerSkin",,10000,225,225,,,"Summer Champion Deploy","Summer Champion Attack",,,,,"Summer Champion Die","Summer Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionSummer spear",,"RoyalChampionSummer shield",,"Default",,100,"BASIC",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
