"Name","LinkedPackageID","BillingPackage","TID","InfoTID","AnimatedTID","Disabled","ExistsApple","ExistsAndroid","ExistsKunlun","ExistsBazaar","ExistsTencent","ExistsAmazon","ExistsSCID","DurationDays","ShopItemExportName","ShopInfoItemExportName","ShopItemBG","ShopItemBGColor","TownhallLimitMin","TownhallLimitMax","VillageType","Buildings","BuildingType","BuildingNumber","BuildingLevel","UnlocksTroop","TroopType","GiftGems","GiftUsers","Resources","ResourceAmounts","ResourceAmountFromThCSV","THResourceMultiplier","MagicItems","MagicItemAmounts","RED","Priority","FrontPageItem","TreasureItem","ReplacesBillingPackage","ValueForUI","ValueStarsForUI","TimesCanBePurchased","PremiumPass"
"ResourcePack",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CalendarTest",,"com.supercell.magic.china.update2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH5",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH6",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH7",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH8_11",,"com.supercell.magic.china.resource2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack2",,"com.supercell.magic.china.gift2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackLow",,"com.supercell.magic.china.resource2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackTH9",,"com.supercell.magic.china.resource3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackTH10",,"com.supercell.magic.china.resource3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackTH11",,"com.supercell.magic.china.resource3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack5",,"com.supercell.magic.china.gift5",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH2",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH3",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH4",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH5",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH6",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH7",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH8_9",,"com.supercell.magic.china.holiday2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH10_11",,"com.supercell.magic.china.holiday3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack3",,"com.supercell.magic.china.gift3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack4",,"com.supercell.magic.china.gift4",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH2",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH3",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH4",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH5",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH6",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH7",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH8_9",,"com.supercell.magic.china.resource2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH10_11",,"com.supercell.magic.china.resource3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH8_11",,"com.supercell.magic.china.resource2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH2",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH3",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH4",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH5",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH6",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH7",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH8_11",,"com.supercell.magic.china.resource2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall3",,"com.supercell.magic.china.bh1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall4",,"com.supercell.magic.china.bh2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall5",,"com.supercell.magic.china.bh2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall6",,"com.supercell.magic.china.bh3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall7",,"com.supercell.magic.china.bh3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall8",,"com.supercell.magic.china.bh3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_Special",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Statue",,"com.supercell.magic.china.deco1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH3_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH3",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH4",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH5",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH6",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH7",,"com.supercell.magic.china.holiday2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH8",,"com.supercell.magic.china.holiday2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH9_11",,"com.supercell.magic.china.holiday3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH4",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH5",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH6",,"com.supercell.magic.china.holiday7",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH7_11",,"com.supercell.magic.china.holiday1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall3_ALT",,"com.supercell.magic.china.bh1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall4_ALT",,"com.supercell.magic.china.bh2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall5_ALT",,"com.supercell.magic.china.bh2",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall6_ALT",,"com.supercell.magic.china.bh3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall7_ALT",,"com.supercell.magic.china.bh3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall8_ALT",,"com.supercell.magic.china.bh3",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_NEW",,"com.supercell.magic.china.th1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_NEW_ALT",,"com.supercell.magic.china.th1",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_NEW",,"com.supercell.magic.china.resource_4.99",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_NEW_ALT",,"com.supercell.magic.china.resource_4.99",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_NEW",,"com.supercell.magic.china.resource_9.99",,,,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
