"Name","LinkedPackageID","BillingPackage","TID","InfoTID","AnimatedTID","Disabled","ExistsApple","ExistsAndroid","ExistsKunlun","ExistsBazaar","ExistsTencent","ExistsAmazon","ExistsSCID","DurationDays","ShopItemExportName","ShopInfoItemExportName","ShopItemBG","ShopItemBGColor","TownhallLimitMin","TownhallLimitMax","VillageType","Buildings","BuildingType","BuildingNumber","BuildingLevel","UnlocksTroop","TroopType","GiftGems","GiftUsers","Resources","ResourceAmounts","ResourceAmountFromThCSV","THResourceMultiplier","MagicItems","MagicItemAmounts","RED","Priority","FrontPageItem","TreasureItem","ReplacesBillingPackage","ValueForUI","ValueStarsForUI","TimesCanBePurchased","PremiumPass"
"TownHall10",,"com.supercell.magic.china.th3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_ALT",,"com.supercell.magic.china.th3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11",,"com.supercell.magic.china.th3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_ALT",,"com.supercell.magic.china.th3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Red",,"com.supercell.magic.china.package0",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BombTower",,"com.supercell.magic.china.update2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CalendarTest",,"com.supercell.magic.china.update2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH5",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH6",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH7",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BlackFridayTH8_11",,"com.supercell.magic.china.resource2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack2",,"com.supercell.magic.china.gift2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackLow",,"com.supercell.magic.china.resource2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackTH9",,"com.supercell.magic.china.resource3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackTH10",,"com.supercell.magic.china.resource3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePackTH11",,"com.supercell.magic.china.resource3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack5",,"com.supercell.magic.china.gift5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH2",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH3",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH4",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH5",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH6",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH7",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH8_9",,"com.supercell.magic.china.holiday2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HolidayFlashPackTH10_11",,"com.supercell.magic.china.holiday3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack3",,"com.supercell.magic.china.gift3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"XmasPack4",,"com.supercell.magic.china.gift4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH2",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH3",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH4",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH5",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH6",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH7",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH8_9",,"com.supercell.magic.china.resource2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH10_11",,"com.supercell.magic.china.resource3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CNY2017_TH8_11",,"com.supercell.magic.china.resource2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH2",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH3",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH4",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH5",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH6",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH7",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CWBD_TH8_11",,"com.supercell.magic.china.resource2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall3",,"com.supercell.magic.china.bh1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall4",,"com.supercell.magic.china.bh2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall5",,"com.supercell.magic.china.bh2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall6",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall7",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall8",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_0_99_Elixir",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_4_99_Gold",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_4_99_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH4_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH5_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH6_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH7_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH8_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH9_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH10_11_4_99_Gold_Elixir",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_Special",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Statue",,"com.supercell.magic.china.deco1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ResourcePack_TH3_0_99_Gold",,"com.supercell.magic.china.resource7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH3",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH4",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH5",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH6",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH7",,"com.supercell.magic.china.holiday2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH8",,"com.supercell.magic.china.holiday2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack1_TH9_11",,"com.supercell.magic.china.holiday3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH4",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH5",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH6",,"com.supercell.magic.china.holiday7",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BdayPack2_TH7_11",,"com.supercell.magic.china.holiday1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall3_ALT",,"com.supercell.magic.china.bh1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall4_ALT",,"com.supercell.magic.china.bh2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall5_ALT",,"com.supercell.magic.china.bh2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall6_ALT",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall7_ALT",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall8_ALT",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_NEW",,"com.supercell.magic.china.th1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_NEW_ALT",,"com.supercell.magic.china.th1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_NEW",,"com.supercell.magic.china.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_NEW_ALT",,"com.supercell.magic.china.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_NEW",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_NEW_ALT",,"com.supercell.magic.china.th2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall7_NEW",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall7_NEW_ALT",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall8_NEW",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall8_NEW_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall9_NEW",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall9_NEW_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_NEW",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_NEW_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_NEW",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_NEW_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_NEW",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_NEW_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PremiumPass",,"com.supercell.magic.china.goldpass_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BuildersHall9",,"com.supercell.magic.china.bh3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall13_NEW",,"com.supercell.magic.china.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall13_NEW_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PremiumPassSCID",,"GoldPassTokenSCID",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_REFRESH",,"com.supercell.magic.china.th4refresh_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_REFRESH_ALT",,"com.supercell.magic.china.resource1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_REFRESH",,"com.supercell.magic.china.softconversion_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_REFRESH_ALT",,"com.supercell.magic.china.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_REFRESH",,"com.supercell.magic.china.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_REFRESH_ALT",,"com.supercell.magic.china.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall7_REFRESH",,"com.supercell.magic.china.resource_6.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall7_REFRESH_ALT",,"com.supercell.magic.china.th7refreshalt_6.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall8_REFRESH",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall8_REFRESH_ALT",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall9_REFRESH",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall9_REFRESH_ALT",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_REFRESH",,"com.supercell.magic.china.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_REFRESH_ALT",,"com.supercell.magic.china.th10refreshalt_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_REFRESH",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_REFRESH_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_REFRESH",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_REFRESH_ALT",,"com.supercell.magic.china.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builder3_REFRESH",,"com.supercell.magic.china.builder1_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builder4_REFRESH",,"com.supercell.magic.china.builder2_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builder5_REFRESH",,"com.supercell.magic.china.builder3_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall14_NEW",,"com.supercell.magic.china.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall14_NEW_ALT",,"com.supercell.magic.china.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack1",,"com.supercell.magic.china.scid.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack2",,"com.supercell.magic.china.scid.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
